contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y04092852||Facile|BJL28AA8|1/17/2022|1849|||8135|Scatto Bloccato|9/19/2022
Y04037342||Facile|H0053F21|1/17/2022|2127|||6444|Scatto Bloccato|9/19/2022
Y04093082||Facile|B6E3GAAG|1/17/2022|2814.6|||11692|Scatto Bloccato|9/19/2022
Y04101842||Facile|FYME2AA1|1/17/2022|1431.35|||1439|Scatto Bloccato|9/19/2022
Y03980922||Facile|AKR2DAAD|1/17/2022|2913|ANN||10058|Annullata|9/19/2022
Y04101852||Facile|H07HKPHG|1/17/2022|499|||12568|Scatto Bloccato|9/19/2022
Y04105412||Facile|H07H5FNM|1/17/2022|2336.5|||4459|Scatto Bloccato|9/19/2022
Y04069452||Facile|H04AHG43|1/17/2022|1897|||12078|Scatto Bloccato|9/19/2022
Y04130072||Facile|BUAL1AA0|1/18/2022|977.69|||8874|Scatto Bloccato|9/19/2022
Y04121232||Facile|DZ6T5AA5|1/18/2022|525.95|||8871|Scatto Bloccato|9/19/2022
Y04121192||Facile|AW042AA2|1/18/2022|1798|||9736|Scatto Bloccato|9/19/2022
Y04041682||Facile|H0589N10|1/18/2022|1098|||8318|Scatto Bloccato|9/19/2022
Y04106862||Facile|AT5Y7AA7|1/19/2022|1649|||2469|Scatto Bloccato|9/19/2022
Y04126262||Facile|H01NM3FF|1/18/2022|2697|||10034|Scatto Bloccato|9/19/2022
Y04031872||Facile|GUZG4AA3|1/18/2022|878|||4491|Scatto Bloccato|9/19/2022
Y04040242||Facile|H0521EDB|1/18/2022|549|||9364|Scatto Bloccato|9/19/2022
Y04122512||Facile|H01L1TYY|1/18/2022|1128|ANN||10565|Annullata|9/20/2022
Y04125072||Facile|BNH56AA6|1/18/2022|5446|||10615|Scatto Bloccato|9/20/2022
Y04110362||Facile|E22KXAAW|1/18/2022|3045.8|||8840|Scatto Bloccato|9/20/2022
Y04096532||Facile|H003VKGF|1/18/2022|3448|||8261|Scatto Bloccato|9/20/2022
Y03894382||Facile|H06ARJML|1/18/2022|8567|||11141|Scatto Bloccato|9/20/2022
Y04061692||Facile|GJHG5AA4|1/18/2022|848|||2424|Scatto Bloccato|9/20/2022
Y03981042||Facile|FESSHAAG|1/18/2022|4077.4|||1088|Scatto Bloccato|9/20/2022
Y04121152||Facile|F6WFKAAJ|1/18/2022|765.15|||11130|In attesa scatto|9/20/2022
Y04093972||Facile|BW60XAAX|1/18/2022|1418|||5088|Scatto Bloccato|9/20/2022
Y04132532||Facile|E0GVKAAK|1/18/2022|7449.5|||9827|Scatto Bloccato|9/20/2022
Y04121412||Facile|H07H5F0Z|1/18/2022|2446|||4617|Scatto Bloccato|9/20/2022
Y04060862||Facile|H05W10WW|1/18/2022|578|||2917|Scatto Bloccato|9/20/2022
Y04129332||Facile|D46ELAAK|1/18/2022|3836|||6338|Scatto Bloccato|9/20/2022
Y04202092||Facile|H056Z8XX|1/20/2022|349|||30110|Scatto Bloccato|11/21/2022
Y04197022||Facile|AXZ68AA8|1/20/2022|1167|||992|Scatto Bloccato|11/21/2022
Y04129252||Facile|A2LVLAAL|1/20/2022|297|||31619|Scatto Bloccato|11/21/2022
Y04202462||Facile|H06T5ERP|1/20/2022|349|||992|Scatto Bloccato|11/21/2022
Y03915192||Facile|E9UH3AA2|1/20/2022|378|||30110|Scatto Bloccato|11/21/2022
Y04229412||Facile|F492GAAG|1/20/2022|499|||30110|Scatto Bloccato|11/21/2022
Y04204592||Facile|DWY5ZAAZ|1/20/2022|349|||992|Scatto Bloccato|11/21/2022
Y04198622||Facile|EZTAGAAF|1/20/2022|498|||992|Scatto Bloccato|11/21/2022
Y03935682||Facile|H02VXW22|1/20/2022|1496|||31619|Scatto Bloccato|11/21/2022
Y04195512||Facile|FGD81AA1|1/20/2022|449|||30110|Scatto Bloccato|11/21/2022
Y04227982||Facile|H07HRMUT|1/20/2022|296.65|||992|Scatto Bloccato|11/21/2022
Y04197162||Facile|H02TWDBA|1/20/2022|349|||992|Scatto Bloccato|11/21/2022
Y04196672||Facile|BW6YNAAN|1/20/2022|199|||30110|Scatto Bloccato|11/21/2022
Y04198302||Facile|E5T6BAAB|1/20/2022|199|||30110|Scatto Bloccato|11/21/2022
Y04196652||Facile|FU2V8AA8|1/20/2022|1046|||30110|Scatto Bloccato|11/21/2022
Y04199662||Facile|GF2G2AA1|1/20/2022|649|||30110|Scatto Bloccato|11/21/2022
Y05573052||Facile|AD77WAAW|3/21/2022|802.45|||12338|In attesa scatto|11/21/2022
Y04205112||Facile|EWGH4AA3|1/20/2022|748|||992|Scatto Bloccato|11/21/2022
Y04229232||Facile|A8UVKAAK|1/21/2022|748|||992|Scatto Bloccato|11/22/2022
Y04231362||Facile|E251RAAR|1/21/2022|290|||31619|Scatto Bloccato|11/22/2022
Y04236502||Facile|H052MGHG|1/21/2022|349|||30110|Scatto Bloccato|11/22/2022
Y04230172||Facile|G0E73AA3|1/21/2022|349|||32218|Scatto Bloccato|11/22/2022
Y04287312||Facile|FNW00AA0|1/21/2022|2762|||992|Scatto Bloccato|11/22/2022
Y10519901|3014401231|Facile|H02P1ULL|11/22/2022|1499|||32218|Accepted|11/22/2022
Y05621392||Facile|H06P9UEE|3/23/2022|1067|||7252|In attesa scatto|11/23/2022
Y05612062||Facile|BU85UAAU|3/23/2022|4430.35|||9949|In attesa scatto|11/23/2022
Y05563102||Facile|H07B3HWV|3/23/2022|948|||10794|In attesa scatto|11/23/2022
Y05357062||Facile|H007PVZZ|3/23/2022|948|||12135|In attesa scatto|11/23/2022
Y05415032||Facile|H07EN666|3/23/2022|379|||12526|In attesa scatto|11/23/2022
Y05622192||Facile|H054JMML|3/23/2022|379|||1121|In attesa scatto|11/23/2022
Y05630202||Facile|F6SJXAAW|3/23/2022|728|||8496|In attesa scatto|11/23/2022
Y05529462||Facile|BHG5BAAB|3/23/2022|599|||3238|In attesa scatto|11/23/2022
Y04827882||Facile|D9Z6LAAL|3/23/2022|3813.8|||7339|In attesa scatto|11/23/2022
Y05625202||Facile|E8AJ5AA4|3/23/2022|599|||3068|In attesa scatto|11/23/2022
Y05615402||Facile|E6TDAAAD|3/23/2022|2497|||11943|In attesa scatto|11/23/2022
Y05621662||Facile|H06KUPXW|3/23/2022|599|||11141|In attesa scatto|11/23/2022
Y05619992||Facile|H04UJ411|3/23/2022|978|||10669|In attesa scatto|11/23/2022
Y04157442||Facile|H07BUPPN|3/23/2022|1978|||7339|In attesa scatto|11/23/2022
Y05630912||Facile|FEV2AAA2|3/23/2022|948|||2175|In attesa scatto|11/23/2022
Y05550022||Facile|H0676UFF|3/23/2022|948|||1642|In attesa scatto|11/23/2022
Y05614662||Facile|H07H8Z11|3/23/2022|948|||8725|In attesa scatto|11/23/2022
Y04656642||Facile|H06ME8KK|3/23/2022|1025.95|||1642|In attesa scatto|11/23/2022
Y05614592||Facile|H06Z47VV|3/23/2022|2497|||10885|In attesa scatto|11/23/2022
Y05617832||Facile|H060PY99|3/23/2022|599|||6097|In attesa scatto|11/23/2022
Y05619782||Facile|H01DN6PP|3/23/2022|625.95|||6262|In attesa scatto|11/23/2022
Y05601872||Facile|H0570G65|3/23/2022|2612|||4459|In attesa scatto|11/23/2022
Y05574442||Facile|DWKX3AA3|3/23/2022|369|||12338|In attesa scatto|11/23/2022
Y05573272||Facile|H06DNTFE|3/23/2022|599|||12236|In attesa scatto|11/23/2022
Y05621742||Facile|FNKADAAB|3/24/2022|4797|||11876|In attesa scatto|11/23/2022
Y05616532||Facile|AZKB6AA5|3/23/2022|1281.9|||2917|In attesa scatto|11/23/2022
Y05584242||Facile|B4FB5AA4|3/23/2022|627.42|||3913|In attesa scatto|11/23/2022
Y05620682||Facile|H0011P10|3/23/2022|974.95|||11992|In attesa scatto|11/23/2022
Y04724122||Facile|H06HBY88|3/23/2022|3547|||12345|In attesa scatto|11/23/2022
Y05617382||Facile|BJJN0AAZ|3/23/2022|699|||3627|In attesa scatto|11/23/2022
Y01192500|3014190513|365|D90USAAS|9/3/2021|1048|||6097|Accepted|8/30/2021
Y04193311|3014260911|Facile|GYNY8AA8|1/25/2022|595.64|||3063|Accepted|1/20/2022
Y04195631|3014257098|Facile|A3MZEAAE|1/20/2022|1370|||4868|Accepted|1/20/2022
Y04798461|3014272993|Facile|DTX52AA2|2/15/2022|6778.97|||1980|Accepted|2/14/2022
Y11281671||Facile|DMY64AA4|1/5/2023|1393.2|||12997|Bozza|1/5/2023
Y11439351||Facile|H07TZR32|1/13/2023|5650.04|||11491|Bozza|1/13/2023
Y11637980||365|GZRR4AA3|1/23/2023|8400|||1732|Bozza|1/23/2023
Y11639520||365|D6Y97AA7|1/23/2023|6362.01|||1732|Bozza|1/23/2023
Y11650681||Facile|FRAJ1AA0|1/23/2023|757.8|||6052|Bozza|1/23/2023
Y11650691||Facile|DKB7NAAN|1/20/2023|1811.99|||4765|Bozza|1/23/2023
Y11650701||Facile|GMJ4RAAR|1/23/2023|0|||300|Accepted|1/23/2023
Y11650711||Facile|DKB7NAAN|1/20/2023|1561.99|||4765|Bozza|1/23/2023
Y11650731||Facile|H01LT899|1/23/2023|1173.95|||2042|Bozza|1/23/2023
Y11650741||Facile|H053TZUU|1/23/2023|0|||300|Accepted|1/23/2023
Y11650760||365|H007D6PP|1/23/2023|1914|||6575|Bozza|1/23/2023
Y11650780||365|H018DSSR|1/23/2023|1168|||10879|Accepted|1/23/2023
Y11650820||365|BXGSKAAJ|1/23/2023|0|||13067|Bozza|1/23/2023
Y11650861||Facile|EXW95AA5|1/23/2023|678.86|||30190|Accepted|1/23/2023
Y11650871||Facile|H02EEV22|1/23/2023|1148|||12506|Bozza|1/23/2023
Y11650881||Facile|H02EEV22|1/23/2023|1548|||12506|Bozza|1/23/2023
Y11650961||Facile|E5K3SAAS|1/23/2023|1261.3|||6559|Bozza|1/23/2023
Y11650981||Facile|GLA5KAAK|1/23/2023|3363|||2041|In Firma Cartacea|1/23/2023
Y11651000||365|D3YU7AA7|1/23/2023|14835.9|||9393|Bozza|1/23/2023
Y11651040||365|GXDRHAAG|1/23/2023|1297|||2900|Bozza|1/23/2023
Y11651060||365|DLZF6AA5|1/23/2023|601.99|||12989|In Firma Cartacea|1/23/2023
Y11651081||Facile|FXNVBAAB|1/23/2023|1774.62|||3688|Bozza|1/23/2023
Y09752121|3014393682|Facile|H06U0455|11/8/2022|2708.48|||11692|Accepted|10/19/2022
Y09916040|3014389124|365|H02L7A43|10/27/2022|599|||12503|Accepted|10/25/2022
Y03310960|3014237857|365|D7VDSAAR|11/26/2021|1485.47|||60807|Accepted|11/25/2021
Y03907841|3014255266|Facile|BVF7UAAU|1/17/2022|570|||30110|Accepted|1/4/2022
Y03951641|3014251801|Facile|DBYNTAAS|1/10/2022|699|||11612|Accepted|1/10/2022
Y03952251|3014251492|Facile|GEU3UAAU|1/10/2022|699|||5314|Accepted|1/10/2022
Y03970371|3014252209|Facile|H037ZS21|1/11/2022|2054.99|||9393|Accepted|1/11/2022
Y03973290|3014256529|365|D9ZKGAAF|1/19/2022|6463.9|||11726|Accepted|1/11/2022
Y04002081|3014253667|Facile|AHPJAAAH|1/13/2022|1576|||11304|Accepted|1/12/2022
Y04126050|3014255593|365|H02BJB10|1/18/2022|304.27|||8943|Accepted|1/18/2022
Y04128120|3014255645|365|AA2S6AA5|1/18/2022|12765.8|||2900|Accepted|1/18/2022
Y04135410|3014257049|365|H01169WW|1/20/2022|531.31|||8943|Accepted|1/18/2022
Y04199191|3014257770|Facile|G36UTAAT|1/20/2022|798.01|||30190|Accepted|1/20/2022
Y04206261|3014264185|Facile|H06MX244|1/20/2022|298.99|||31613|Accepted|1/20/2022
Y04316031|3014261515|Facile|E8ZSWAAV|1/26/2022|1570.9|||10846|Accepted|1/25/2022
Y04328050|3014260712|365|H018DSSR|1/25/2022|1128|||10879|Accepted|1/25/2022
Y04331501|3014260784|Facile|H07H5NAN|1/25/2022|669|||11612|Accepted|1/25/2022
Y04333450|3014261728|365|DDSWBAAB|1/26/2022|1847.45|||11655|Accepted|1/25/2022
Y04385270|3014262307|365|BPM8SAAS|1/27/2022|552.9|||2175|Accepted|1/27/2022
Y04388550|3014262386|365|BF1BTAAS|1/27/2022|848|||8404|Accepted|1/27/2022
Y04393951|3014263688|Facile|H01BH1XX|1/27/2022|650|||32217|Accepted|1/27/2022
Y04536291|3014265465|Facile|F7N8MAAM|2/1/2022|499|||30110|Accepted|2/2/2022
Y04593841|3014268138|Facile|FHH62AA2|2/4/2022|800|||32217|Accepted|2/4/2022
Y04655501|3014269872|Facile|DU9AKAAJ|2/8/2022|250|||32250|Accepted|2/8/2022
Y04669501|3014269185|Facile|A8VU5AA5|2/8/2022|349|||31618|Accepted|2/8/2022
Y04697641|3014269811|Facile|FASZ6AA6|2/8/2022|698.99|||30110|Accepted|2/9/2022
Y04722731|3014270610|Facile|BE1Y8AA8|2/10/2022|1058.4|||1510|Accepted|2/10/2022
Y04728151|3014270707|Facile|BKK8HAAH|2/10/2022|848|||30110|Accepted|2/10/2022
Y04728531|3014270710|Facile|H02KW0KK|2/10/2022|349|||30190|Accepted|2/10/2022
Y05210661|3014280824|Facile|H067RFPN|3/3/2022|948.6|||8135|Accepted|3/2/2022
Y05616941|3014290479|Facile|B658FAAF|3/24/2022|3491.45|||10846|Accepted|3/23/2022
Y06156371|3014302046|Facile|AX1BUAAT|4/19/2022|899.01|||32817|Accepted|4/19/2022
Y06828950|3014323426|365|H06BP0DD|5/30/2022|15898|||3913|Accepted|5/19/2022
Y07172590|3014330822|365|BPLAEAAD|6/16/2022|4309|||5300|Accepted|6/7/2022
Y07830970|3014342718|365|DNRASAAR|7/12/2022|4856|||12610|Accepted|7/11/2022
Y08292960|3014352639|365|D90USAAS|7/28/2022|1148|||6097|Accepted|7/28/2022
Y04007772||Facile|A9S16AA6|1/13/2022|2501.8|ANN||12939|Annullata|9/14/2022
Y04000522||Facile|H069JYVV|1/18/2022|1841.55|ANN||8871|Annullata|9/19/2022
Y04312562||Facile|BFPHBAAA|1/26/2022|1098|ANN||5088|Annullata|9/27/2022
Y04234872||Facile|EAUG1AA0|1/26/2022|973.23|ANN||12219|Annullata|9/28/2022
Y04391792||Facile|H06YE100|1/28/2022|988|||2424|Scatto Bloccato|9/29/2022
Y09384871|3014379424|Facile|DVBMWAAV|10/13/2022|7759|||4405|Accepted|10/5/2022
Y09978511|3014389826|Facile|H07U0DZY|10/27/2022|4587.3|||6444|Accepted|10/27/2022
Y10162831|3014400658|Facile|H02D13HH|11/21/2022|1199|||31619|Accepted|11/8/2022
Y10589621|3014402772|Facile|H07KH9UU|11/25/2022|2747|||3913|Accepted|11/24/2022
Y04697642||Facile|FASZ6AA6|2/8/2022|748|ANN||32218|Annullata|12/10/2022
Y04728532||Facile|H02KW0KK|2/10/2022|1098|ANN||32218|Annullata|12/12/2022
Y11052021|3014413533|Facile|H03Z3TYY|12/19/2022|2427.3|||12904|Accepted|12/19/2022
Y11059171|3014415201|Facile|H02LMN10|12/22/2022|2825.14|||7054|Accepted|12/19/2022
Y11103381|3014414501|Facile|H07ZW9DD|12/21/2022|1033.2|||9393|Accepted|12/21/2022
Y11106081||Facile|H0644N98|12/22/2022|719.11|ANN||7054|Annullata|12/21/2022
Y11311071|3014418941|Facile|GYNY8AA8|1/10/2023|603|||3063|Accepted|1/9/2023
Y11311331||Facile|H07GL8KK|1/23/2023|5294|||11550|Bozza|1/9/2023
Y11312871||Facile|H02XN7DD|1/23/2023|6579.9|||6444|Bozza|1/9/2023
Y11314421|3014421993|Facile|H068KMED|1/17/2023|599|||12847|Accepted|1/9/2023
Y11315501||Facile|H06N1G76|1/9/2023|1548|ANN||11549|Annullata|1/9/2023
Y11315581||Facile|H06N1G76|1/9/2023|3249|ANN||11549|Annullata|1/9/2023
Y11317931||Facile|FDNUBAAB|1/23/2023|599|||12466|Firmata - in attesa approvazione|1/9/2023
Y11336631||Facile|FB509AA9|1/23/2023|2797|||6444|Bozza|1/10/2023
Y11380000||365|H06BP0DD|1/11/2023|3700|ANN|1/23/2023|3913|Annullata|1/11/2023
Y11380141||Facile|H069JYVV|1/23/2023|1700|||8871|Accepted|1/11/2023
Y11404251|3014425308|Facile|E5DMGAAF|1/23/2023|1039.25|||1424|Accepted|1/12/2023
Y11404421||Facile|A9S16AA6|1/12/2023|3065|ANN|1/23/2023|12939|Annullata|1/12/2023
Y11405961||Facile|A9S16AA6|1/23/2023|2502.94|||12939|Accepted|1/12/2023
Y11435310||365|DLZF6AA5|1/13/2023|5746|||12989|Bozza|1/13/2023
Y11456551|3014421971|Facile|AHPJAAAH|1/17/2023|1580|||11304|Accepted|1/14/2023
Y11464971||Facile|H06L9Y77|1/23/2023|1393.2|||12932|In Firma|1/15/2023
Y11470310||365|EF8N9AA8|1/23/2023|1342|||10869|In Firma Cartacea|1/16/2023
Y11482140||365|H01UAG98|1/23/2023|2999.53|||8508|Bozza|1/16/2023
Y11483701|3014425309|Facile|B7PFBAAA|1/23/2023|569.06|||2292|Accepted|1/16/2023
Y11514091|3014422526|Facile|BYTRLAAK|1/17/2023|1525.15|||11304|Accepted|1/17/2023
Y11515511|3014425310|Facile|H050K3JJ|1/23/2023|4049.22|||12543|Accepted|1/17/2023
Y11520651|3014422810|Facile|H02LFVKK|1/17/2023|599|||12889|Accepted|1/17/2023
Y11550601|3014423431|Facile|FESK8AA7|1/18/2023|988.81|||12992|Accepted|1/18/2023
Y11554371||Facile|H05RFY11|1/24/2023|8210.5|||12007|Bozza|1/18/2023
Y11554800|3014425311|365|BDL2YAAY|1/23/2023|1051|||10097|Accepted|1/18/2023
Y11554880|3014425312|365|H02TZFHG|1/23/2023|1077|||10097|Accepted|1/18/2023
Y11557251|3014423279|Facile|H063LK65|1/18/2023|980.01|||12214|Accepted|1/18/2023
Y11560081|3014424345|Facile|H0127M87|1/17/2023|499.01|||30190|Accepted|1/18/2023
Y11578951|3014424351|Facile|H07FWBPN|1/19/2023|499|||31619|Accepted|1/19/2023
Y11580670|3014425313|365|GX6XRAAR|1/23/2023|3228|||8592|Accepted|1/19/2023
Y11581151|3014424576|Facile|ESJ1PAAP|1/19/2023|225|||31619|Accepted|1/19/2023
Y11582410|3014424578|365|H06ESVBB|1/18/2023|199|||30221|Accepted|1/19/2023
Y11598191|3014424150|Facile|BE1Y8AA8|1/20/2023|1088.4|||1510|Accepted|1/20/2023
Y11598661|3014424326|Facile|H0016KTS|1/20/2023|400|||32218|Accepted|1/20/2023
Y11600851|3014425314|Facile|G2FAVAAU|1/23/2023|863|||7849|Accepted|1/20/2023
Y11603001|3014424454|Facile|AJGP8AA7|1/20/2023|399|||31811|Accepted|1/20/2023
Y11617351|3014425316|Facile|H048PDGF|1/23/2023|890.31|||11141|Accepted|1/21/2023
Y11617421|3014424685|Facile|A4UUZAAZ|1/21/2023|599|||12981|Accepted|1/21/2023
Y11621810|3014425317|365|F4KJUAAT|1/23/2023|3464.24|||9579|Accepted|1/21/2023
Y11626881|3014425318|Facile|E1LBTAAS|1/23/2023|1600.35|||12989|Accepted|1/22/2023
Y11633801|3014425320|Facile|DZVNPAAN|1/23/2023|1898.29|||10097|Accepted|1/23/2023
Y11635111||Facile|FFW35AA5|1/23/2023|3516.79|||12595|Bozza|1/23/2023
Y11638311|3014425275|Facile|E98L5AA4|1/23/2023|748|||12696|Accepted|1/23/2023
Y11639060||365|H02W97RR|1/23/2023|1199|||10424|Bozza|1/23/2023
Y11639081||Facile|EAUG1AA0|1/23/2023|1095|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11639161||Facile|EAUG1AA0|1/23/2023|1025|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11639271||Facile|H0715M10|1/23/2023|2941.24|||12726|In Firma|1/23/2023
Y11640691||Facile|EAUG1AA0|1/23/2023|2005.2|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11640771||Facile|EAUG1AA0|1/23/2023|1006.2|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11640891||Facile|EAUG1AA0|1/23/2023|3004.2|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11641260|3014425327|365|FUSYTAAT|1/23/2023|1198|||9989|Accepted|1/23/2023
Y11642261||Facile|EAUG1AA0|1/23/2023|5306.2|ANN|1/23/2023|12219|Annullata|1/23/2023
Y11643301|3014425279|Facile|D32SKAAJ|1/23/2023|1249|||31812|Accepted|1/23/2023
Y11643391|3014425281|Facile|H055SMUT|1/23/2023|298.99|||37002|Accepted|1/23/2023
Y11643581|3014425282|Facile|ABUD8AA7|1/23/2023|298.99|||37003|Accepted|1/23/2023
Y11643791|3014425283|Facile|DBXLFAAE|1/23/2023|298.99|||37001|Accepted|1/23/2023
Y11644011|3014425287|Facile|AUPG0AAZ|1/23/2023|2712.24|||2435|Accepted|1/23/2023
Y11644421|3014425289|Facile|F6VDMAAL|1/23/2023|1049|||31814|Accepted|1/23/2023
Y11644471|3014425290|Facile|B5U5SAAS|1/23/2023|599|||34516|Accepted|1/23/2023
Y11645020|3014425293|365|BG81PAAP|1/11/2023|349|||30221|Accepted|1/23/2023
Y11645170|3014425331|365|FZXT5AA5|1/23/2023|1839.96|||5198|Accepted|1/23/2023
Y11645251|3014425294|Facile|H06S2HUT|1/23/2023|1258.4|||12564|Accepted|1/23/2023
Y11645431|3014425296|Facile|B9456AA6|1/23/2023|399|||31815|Accepted|1/23/2023
Y11645481|3014425332|Facile|H01PXWWW|1/23/2023|612.99|||32214|Accepted|1/23/2023
Y11645801|3014425299|Facile|H05LG422|1/23/2023|399|||34516|Accepted|1/23/2023
Y11646071|3014425301|Facile|H02Z41HH|1/23/2023|898|||37004|Accepted|1/23/2023
Y11646251||Facile|BFPHBAAA|1/23/2023|1102.39|||5088|Accepted|1/23/2023
Y11646391|3014425303|Facile|B5VLTAAS|1/23/2023|699|||31812|Accepted|1/23/2023
Y11646411|3014425333|Facile|FZP37AA7|1/23/2023|6777|||6444|Firmata - in attesa approvazione|1/23/2023
Y11646850|3014425337|365|H01X74HH|1/23/2023|749|||1530|Accepted|1/23/2023
Y11647020||365|H01KREDB|1/23/2023|2148|||11621|Accepted|1/23/2023
Y11647261|3014425338|Facile|DFBTKAAJ|1/23/2023|699|||31812|Accepted|1/23/2023
Y11647560|3014425339|365|EY2WJAAJ|1/23/2023|349|||30250|Accepted|1/23/2023
Y11647981|3014425340|Facile|H017TELK|1/23/2023|435.58|||37004|Accepted|1/23/2023
Y11648981||Facile|BZET3AA2|1/23/2023|2642.87|||1642|In Firma Cartacea|1/23/2023
Y11649061||Facile|B0R6XAAX|1/23/2023|1780.68||1/23/2023|12020|Annullata|1/23/2023
Y11650050||365|H06BP0DD|1/23/2023|0|ANN|1/23/2023|3913|Annullata|1/23/2023
Y11650100||365|H06BP0DD|1/23/2023|3700|||3913|Accepted|1/23/2023
Y11650221||Facile|H02MZYZZ|1/23/2023|997|||7803|Presentata|1/23/2023
Y11650330||365|ERETUAAT|1/23/2023|0|||8464|Bozza|1/23/2023
Y11650361||Facile|G2XR2AA1|1/23/2023|0|||300|Accepted|1/23/2023
Y11650411||Facile|H06A8BUT|1/23/2023|0|||300|Accepted|1/23/2023
Y11650421||Facile|BSR1GAAG|1/23/2023|933|||12547|Bozza|1/23/2023
Y11650431||Facile|H05537HH|1/23/2023|549.28|||12316|In Firma|1/23/2023
Y11650451||Facile|F4ZWWAAW|1/23/2023|0|||300|Accepted|1/23/2023
Y11650510||365|D7VDSAAR|1/23/2023|399|||30221|Accepted|1/23/2023
Y11650571||Facile|H01XKZEE|1/23/2023|599|||12306|Bozza|1/23/2023
Y11650610||365|H02W97RR|1/23/2023|0|||10424|Bozza|1/23/2023
Y11650660||365|F5XSXAAW|1/23/2023|0|||13002|Bozza|1/23/2023
Y11648050||365|GTS2VAAV|1/23/2023|3228|||2586|Bozza|1/23/2023
Y11648081||Facile|AG9BHAAG|1/23/2023|1471.2|||9978|Bozza|1/23/2023
Y11648101||Facile|FLUHNAAM|1/23/2023|1446|||6815|In Firma Cartacea|1/23/2023
Y11648141||Facile|E8X4NAAN|1/23/2023|800|||31814|Bozza|1/23/2023
Y11648151||Facile|GS258AA8|1/23/2023|1198|||12510|Bozza|1/23/2023
Y11648181||Facile|H0668VUU|1/23/2023|6599|||12248|Bozza|1/23/2023
Y11648191||Facile|H061XNRP|1/23/2023|0|||300|Accepted|1/23/2023
Y11648211||Facile|ANEN5AA4|1/23/2023|599|||2284|Presentata|1/23/2023
Y11648231||Facile|DFF3HAAH|1/23/2023|2148|||6444|Bozza|1/23/2023
Y11648270||365|BUNL1AA0|1/23/2023|6576|||1604|Bozza|1/23/2023
Y11648301||Facile|FTYVAAAV|1/23/2023|283.32|||31612|Bozza|1/23/2023
Y11648310||365|EM8RDAAB|1/23/2023|0|||5238|Bozza|1/23/2023
Y11648330||365|H01V3B0Z|1/23/2023|0|||12125|Bozza|1/23/2023
Y11648350||365|B5K40AA0|1/23/2023|2928|||3613|Bozza|1/23/2023
Y11648370||365|H06PWY77|1/23/2023|3595|||12435|Bozza|1/23/2023
Y11648401||Facile|H05WJ4VV|1/23/2023|529|||32218|Bozza|1/23/2023
Y11648420||365|D7YN3AA2|1/23/2023|7357|||7699|Bozza|1/23/2023
Y11648441||Facile|H03L33FF|1/23/2023|399|||36001|Bozza|1/23/2023
Y11648471||Facile|H05F72ZZ|1/23/2023|1324|||1510|Bozza|1/23/2023
Y11648481||Facile|H0231ANM|1/23/2023|2248|||12596|Bozza|1/23/2023
Y11439751||Facile|E98L5AA4|1/13/2023|1998|ANN|1/23/2023|12696|Annullata|1/13/2023
Y11456161||Facile|B1W3MAAM|1/23/2023|858.4|||3666|Bozza|1/14/2023
Y11457821||Facile|H0617P10|1/23/2023|2397|||2543|Presentata|1/14/2023
Y11472611||Facile|H06U9ZEE|1/24/2023|2248|||12866|Presentata|1/16/2023
Y11480601||Facile|H06SUUGG|1/16/2023|2248|||12996|Bozza|1/16/2023
Y11483701||Facile|B7PFBAAA|1/23/2023|569.06|||2292|Accepted|1/16/2023
Y11486501||Facile|H06P2ZRR|1/23/2023|1887.4|||2609|In Firma Cartacea|1/16/2023
Y11486971||Facile|H07RM9UU|1/23/2023|1033.2|||13060|Accepted|1/16/2023
Y11487211||Facile|A0G31AA1|1/23/2023|3392.84|||6097|Presentata|1/16/2023
Y11498941|3014422369|Facile|H06R1PWV|1/17/2023|946.6|||5361|Accepted|1/16/2023
Y11508961||Facile|GGZZ4AA4|1/23/2023|799|||32218|In Firma Cartacea|1/17/2023
Y11509701|3014422704|Facile|H07H8UBB|1/17/2023|599|||7783|Accepted|1/17/2023
Y11515011|3014422405|Facile|H028KBTS|1/17/2023|399|||31816|Accepted|1/17/2023
Y11515511||Facile|H050K3JJ|1/23/2023|4049.22|||12543|Accepted|1/17/2023
Y11518490|3014424247|365|DTFRJAED|1/20/2023|4000|||87291|Accepted|1/17/2023
Y11552701||Facile|DX6E6AA5|1/23/2023|399|||32218|Accepted|1/18/2023
Y11554451||Facile|H012ELSR|1/18/2023|1348|||12492|Bozza|1/18/2023
Y11554800||365|BDL2YAAY|1/23/2023|1051|||10097|Accepted|1/18/2023
Y11554880||365|H02TZFHG|1/23/2023|1077|||10097|Accepted|1/18/2023
Y11560051||Facile|AG569AA9|1/18/2023|1877|||12914|Bozza|1/18/2023
Y11560251||Facile|AG569AA9|1/18/2023|3498|||12914|Bozza|1/18/2023
Y11560631||Facile|ED33DAAD|1/23/2023|459|||87582|Bozza|1/18/2023
Y11580311|3014423858|Facile|H02GXGHG|1/19/2023|1998.01|||31619|Accepted|1/19/2023
