contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y04005742||Facile|AGM5RAAR|1/25/2022|848|||992|Scatto Bloccato|9/27/2022
Y04205372||Facile|EEEXAAAW|1/25/2022|4022.5|||11076|Scatto Bloccato|9/27/2022
Y04164422||Facile|B8W1XAAX|1/25/2022|1495.4|||1088|Scatto Bloccato|9/27/2022
Y04091122||Facile|BSZP0AAZ|1/25/2022|1152.45|||5088|In attesa scatto|9/27/2022
Y04331482||Facile|GV3JUAAT|1/25/2022|848|||9256|Scatto Bloccato|9/27/2022
Y04363942||Facile|H009TKHG|1/26/2022|1978|||2424|Scatto Bloccato|9/27/2022
Y04327982||Facile|H04P6GED|1/26/2022|2163|||12989|In attesa scatto|9/27/2022
Y04333342||Facile|A1K3EAAE|1/26/2022|1098|||2721|In attesa scatto|9/27/2022
Y04127392||Facile|H02BZU55|1/26/2022|555.95|||3688|Scatto Bloccato|9/27/2022
Y04319332||Facile|H048LBZY|1/26/2022|1248|||1046|In attesa scatto|9/27/2022
Y04298642||Facile|H06MBW11|1/26/2022|1128|||4626|In attesa scatto|9/27/2022
Y04167502||Facile|BU5WRAAR|1/26/2022|1498|||12393|In attesa scatto|9/27/2022
Y04358552||Facile|BYK6FAAF|1/26/2022|349|||2620|In attesa scatto|9/27/2022
Y04257582||Facile|H01PX4DD|1/26/2022|1098|||12557|In attesa scatto|9/27/2022
Y04350092||Facile|E1DAJAAH|1/26/2022|2244|||10615|In attesa scatto|9/27/2022
Y04357962||Facile|B6U4BAAB|1/26/2022|3468|||11692|In attesa scatto|9/27/2022
Y04325932||Facile|ALFYWAAW|1/26/2022|1749|||1510|In attesa scatto|9/27/2022
Y04329022||Facile|ATRH4AA3|1/26/2022|2778.3|||12821|In attesa scatto|9/27/2022
Y04299922||Facile|BEMPXAAW|1/26/2022|1148|||9008|In attesa scatto|9/27/2022
Y04160042||Facile|F17VWAAW|1/26/2022|399|||87582|In attesa scatto|9/27/2022
Y04003572||Facile|FFE4FAAF|1/27/2022|3407.34|||8871|Scatto Bloccato|9/27/2022
Y04300052||Facile|ASEJ5AA4|1/27/2022|1896.8|||5985|In attesa scatto|9/27/2022
Y04236132||Facile|BYM3RAAR|1/26/2022|3503.9|||12939|In attesa scatto|9/27/2022
Y04318052||Facile|BUGPHAAG|1/26/2022|6330|||11146|In attesa scatto|9/27/2022
Y04190162||Facile|H048LNAM|1/26/2022|2385.9|||12338|In attesa scatto|9/27/2022
Y04206682||Facile|B2MG0AAZ|1/26/2022|3644.95|||10097|In attesa scatto|9/27/2022
Y05695742||Facile|H07JE4KK|3/29/2022|599|||12545|Scatto Bloccato|11/29/2022
Y05479752||Facile|H011E4FF|3/29/2022|2796|||56206|Scatto Bloccato|11/29/2022
Y04669582||Facile|G4UHYAAX|3/30/2022|699|||2721|Scatto Bloccato|11/29/2022
Y05633252||Facile|H05Z9EWV|3/30/2022|648|||2577|In attesa scatto|11/29/2022
Y05633502||Facile|H059XAUT|3/30/2022|699|||60818|In attesa scatto|11/29/2022
Y05690752||Facile|AUPKDAAB|3/30/2022|1197|||12120|In attesa scatto|11/29/2022
Y05763942||Facile|G1SGKAAJ|3/29/2022|648|||2051|In attesa scatto|11/29/2022
Y05653992||Facile|DJF1MAAM|4/7/2022|1649|||7849|In attesa scatto|11/29/2022
Y05767402||Facile|H02V9AFE|3/29/2022|629|||9569|In attesa scatto|11/29/2022
Y05766452||Facile|FJ58LAAL|3/29/2022|948|||12594|In attesa scatto|11/29/2022
Y05750092||Facile|FWFR5AA4|3/29/2022|799|||12353|In attesa scatto|11/29/2022
Y05242362||Facile|DY4RBAAA|3/30/2022|7530.9|||12630|In attesa scatto|11/29/2022
Y05736082||Facile|H068BZKK|3/29/2022|599|||10490|In attesa scatto|11/29/2022
Y04721962||Facile|H06L3LML|3/29/2022|1274|||8669|In attesa scatto|11/29/2022
Y05600572||Facile|H02NA8BB|3/29/2022|2347|||12680|In attesa scatto|11/29/2022
Y05761392||Facile|F7KDRAAP|3/29/2022|599|||3430|In attesa scatto|11/29/2022
Y05768882||Facile|H05ET0LL|3/29/2022|1198|||9972|In attesa scatto|11/29/2022
Y05770012||Facile|H04SMVWW|3/29/2022|675|||12414|In attesa scatto|11/29/2022
Y05713952||Facile|H04JJZSS|3/29/2022|3047|||2206|In attesa scatto|11/29/2022
Y05712092||Facile|H0594KLK|3/29/2022|948|||7339|In attesa scatto|11/29/2022
Y05769342||Facile|B3XH1AA0|3/29/2022|1648|||12706|In attesa scatto|11/29/2022
Y05742872||Facile|A39NPAAN|3/30/2022|599|||6679|In attesa scatto|11/29/2022
Y05769132||Facile|H07DL4YY|3/29/2022|948|||12498|In attesa scatto|11/29/2022
Y04693212||Facile|H02JFGJH|3/30/2022|599|||60835|In attesa scatto|11/29/2022
Y05762732||Facile|H07ANMXW|3/29/2022|379|||12526|In attesa scatto|11/29/2022
Y05748542||Facile|H06SVTVV|3/29/2022|629|||2826|In attesa scatto|11/29/2022
Y05548862||Facile|DBN4JAAJ|3/29/2022|599|||9989|In attesa scatto|11/29/2022
Y05599502||Facile|H06M76YY|3/29/2022|1348|||12700|In attesa scatto|11/29/2022
Y05768202||Facile|H07JME10|3/29/2022|948|||2292|In attesa scatto|11/29/2022
Y05762692||Facile|A9RPYAAX|3/29/2022|2547|||12520|In attesa scatto|11/29/2022
Y05701712||Facile|H07H8MWV|3/29/2022|999|||12989|In attesa scatto|11/29/2022
Y05599082||Facile|H07AD133|3/29/2022|1413|||10009|In attesa scatto|11/29/2022
Y05741862||Facile|H01HE8BB|3/29/2022|1198|||56101|In attesa scatto|11/29/2022
Y04921982||Facile|DLUL8AA7|3/29/2022|599|||8191|In attesa scatto|11/29/2022
Y05764462||Facile|H07JL8TT|3/29/2022|599|||5872|In attesa scatto|11/29/2022
Y05699092||Facile|H06KFPZY|3/29/2022|948|||12152|In attesa scatto|11/29/2022
Y05766052||Facile|H05R9M54|3/29/2022|948|||11759|In attesa scatto|11/29/2022
Y05460062||Facile|GER75AA5|3/29/2022|629|||10425|In attesa scatto|11/29/2022
Y05757632||Facile|FN51FAAF|3/30/2022|499|||12989|In attesa scatto|11/29/2022
Y05563542||Facile|F6JG9AA8|3/29/2022|1347|||12680|In attesa scatto|11/29/2022
Y05765782||Facile|H07JMEJH|3/29/2022|625.95|||12545|In attesa scatto|11/29/2022
Y05576392||Facile|H06B0HXW|3/29/2022|569.06|||6282|In attesa scatto|11/29/2022
Y05761672||Facile|H07H80HH|3/29/2022|1198|||12213|In attesa scatto|11/29/2022
Y05746572||Facile|H07H8GWV|3/29/2022|1198|||56146|In attesa scatto|11/29/2022
Y05729652||Facile|H047WTWW|3/29/2022|599|||9579|In attesa scatto|11/29/2022
Y04463382||Facile|FW6WFAAF|3/29/2022|1181.9|||10645|In attesa scatto|11/29/2022
Y05229432||Facile|DFU6AAA6|3/29/2022|2487|||8005|In attesa scatto|11/29/2022
Y05747952||Facile|H07JL7BB|3/29/2022|948|||2192|In attesa scatto|11/29/2022
Y05652072||Facile|F04XRAAR|3/29/2022|1598|||12447|In attesa scatto|11/29/2022
Y05007992||Facile|F35GJAAH|3/29/2022|948|||6901|In attesa scatto|11/29/2022
Y05768792||Facile|AR4U3AA3|3/29/2022|1097|||8025|In attesa scatto|11/29/2022
Y05729242||Facile|GTVF0AAZ|3/29/2022|1024|||4868|In attesa scatto|11/29/2022
Y05499542||Facile|FL4R8AA7|3/29/2022|599|||8025|In attesa scatto|11/29/2022
Y05762642||Facile|H06SF277|3/29/2022|3228|||9579|In attesa scatto|11/29/2022
Y04669642||Facile|DGK7DAAD|3/30/2022|699|||2721|Scatto Bloccato|11/29/2022
Y04761872||Facile|DGK7DAAD|3/30/2022|699|||2721|Scatto Bloccato|11/29/2022
Y05327812||Facile|EHJS4AA3|3/30/2022|4392|||11739|In attesa scatto|11/29/2022
Y05771812||Facile|H01UKKZY|3/29/2022|1198|||10058|Scatto Bloccato|11/29/2022
Y05550452||Facile|H053UNPN|3/29/2022|2048|||12166|In attesa scatto|11/29/2022
Y05760942||Facile|DW5DVAAU|3/29/2022|1809.85|||12173|In attesa scatto|11/29/2022
Y05761562||Facile|H02MS166|3/29/2022|3551.9|||12102|In attesa scatto|11/29/2022
Y04669672||Facile|DGK7DAAD|3/30/2022|699|||2721|Scatto Bloccato|11/29/2022
Y05760182||Facile|H06VKS87|3/29/2022|599|||12166|In attesa scatto|11/29/2022
Y05763162||Facile|H06YKAML|3/29/2022|2941|||10884|In attesa scatto|11/29/2022
Y05594392||Facile|BYJGTAAS|3/29/2022|1928|||9008|In attesa scatto|11/29/2022
Y05764832||Facile|H0571B43|3/29/2022|1048|||8669|In attesa scatto|11/29/2022
Y05702182||Facile|H06NB944|3/29/2022|599|||12134|In attesa scatto|11/29/2022
Y05766382||Facile|H02F9FRP|3/29/2022|2497|||10585|In attesa scatto|11/29/2022
Y04813302||Facile|H01K40HH|3/29/2022|1098|||1479|In attesa scatto|11/29/2022
Y05764452||Facile|DFHMXAAW|3/29/2022|599|||1056|In attesa scatto|11/29/2022
Y04123052||Facile|H07H5F10|3/29/2022|948|||3851|In attesa scatto|11/29/2022
Y05598912||Facile|ETNEUABA|3/29/2022|599|||9373|In attesa scatto|11/29/2022
Y05763452||Facile|H04BUKWV|3/29/2022|978|||12557|In attesa scatto|11/29/2022
Y05759832||Facile|BYEVUAAU|3/29/2022|1228|||12912|In attesa scatto|11/29/2022
Y04689442||Facile|H039Y044|3/29/2022|1128|||8669|In attesa scatto|11/29/2022
Y05597892||Facile|H07HVKXW|3/29/2022|948|||12513|In attesa scatto|11/29/2022
Y05530022||Facile|DLWTAAAT|3/29/2022|499|||3238|In attesa scatto|11/29/2022
Y05769942||Facile|BS9LBAAA|3/29/2022|1571|||9346|Scatto Bloccato|11/29/2022
Y05707372||Facile|H01ZGTYX|3/29/2022|2198|||2206|In attesa scatto|11/29/2022
Y05750172||Facile|H038R0EE|3/29/2022|3047|||8669|Scatto Bloccato|11/29/2022
Y05765482||Facile|H028PDRP|3/29/2022|1327.95|||12214|In attesa scatto|11/29/2022
Y05765922||Facile|DEFR6AA5|3/29/2022|529|||3613|Scatto Bloccato|11/29/2022
Y05764872||Facile|H062J2RR|3/29/2022|599|||12821|In attesa scatto|11/29/2022
Y05764472||Facile|H07DVH76|3/29/2022|718|||60869|In attesa scatto|11/29/2022
Y05699032||Facile|H02YW066|3/29/2022|3695|||11799|In attesa scatto|11/29/2022
Y05514912||Facile|BZ769AA9|3/29/2022|599|||9149|In attesa scatto|11/29/2022
Y05769452||Facile|H07JMFDB|3/29/2022|625.95|||12003|Scatto Bloccato|11/29/2022
Y05748382||Facile|H07BFGBA|3/29/2022|948|||2586|In attesa scatto|11/29/2022
Y05580572||Facile|H06M6TLL|3/29/2022|5197|||12448|In attesa scatto|11/29/2022
Y05736162||Facile|H049ZEHG|3/29/2022|2547|||6262|In attesa scatto|11/29/2022
Y05593512||Facile|AANEMAAL|3/29/2022|599|||1558|In attesa scatto|11/29/2022
Y05769932||Facile|H07H81A1|3/29/2022|1198|||12715|In attesa scatto|11/29/2022
Y05499162||Facile|H01JTHKJ|3/29/2022|948|||8496|In attesa scatto|11/29/2022
Y05749512||Facile|H05EUM0Z|3/29/2022|1228|||2608|In attesa scatto|11/29/2022
Y05712082||Facile|H068HE98|3/29/2022|599|||1056|In attesa scatto|11/29/2022
Y05759982||Facile|GM84HAAH|3/29/2022|625.95|||6262|In attesa scatto|11/29/2022
Y05760732||Facile|H01HSVRR|3/29/2022|1198|||1088|In attesa scatto|11/29/2022
Y05713712||Facile|H07JJYZZ|3/29/2022|599|||6444|In attesa scatto|11/29/2022
Y05757892||Facile|H05BJKKJ|3/29/2022|1598|||3860|In attesa scatto|11/29/2022
Y05763712||Facile|H06YKAML|3/29/2022|1947|||10884|In attesa scatto|11/29/2022
Y05760692||Facile|BUV6RAAR|3/29/2022|2494|||12444|In attesa scatto|11/29/2022
Y05744612||Facile|H0572J54|3/29/2022|1198|||6846|In attesa scatto|11/29/2022
Y05767412||Facile|FPFDDAAB|3/29/2022|625.95|||1980|Scatto Bloccato|11/29/2022
Y05762462||Facile|H07JMB76|3/29/2022|625.95|||12545|In attesa scatto|11/29/2022
Y10670920|3014407746|365|H005J0TT|12/5/2022|1649|||11985|Accepted|11/29/2022
Y05786572||Facile|H07JMPUT|3/31/2022|948|||2543|In attesa scatto|11/30/2022
Y05790402||Facile|H07JMP65|3/31/2022|599|||2543|In attesa scatto|11/30/2022
Y05794442||Facile|H07JMSDB|3/30/2022|948|||12325|In attesa scatto|11/30/2022
Y05789542||Facile|H07JMP32|3/30/2022|948|||12109|Scatto Bloccato|11/30/2022
Y05659522||Facile|H056JF32|3/31/2022|599|||12020|In attesa scatto|11/30/2022
Y05793712||Facile|H0527YDD|3/31/2022|625.95|||10645|Scatto Bloccato|11/30/2022
Y05791442||Facile|BDU29AA9|3/31/2022|3696|||1056|In attesa scatto|11/30/2022
Y05786772||Facile|H07B3MWV|3/30/2022|1128|||2543|In attesa scatto|11/30/2022
Y05746422||Facile|EBUVWAAW|3/30/2022|948|||12700|In attesa scatto|11/30/2022
Y05787182||Facile|H07JMPVU|3/31/2022|1198|||3435|In attesa scatto|11/30/2022
Y05789352||Facile|H07JMPZY|3/30/2022|948|||12261|In attesa scatto|11/30/2022
Y05791382||Facile|H07JMP87|3/30/2022|599|||12543|In attesa scatto|11/30/2022
Y05739082||Facile|H04786HH|3/30/2022|1203.45|||12102|In attesa scatto|11/30/2022
Y05748422||Facile|H01JV4SS|3/30/2022|948|||60871|Scatto Bloccato|11/30/2022
Y05631362||Facile|EUKHEAAD|3/30/2022|1098|||9149|In attesa scatto|11/30/2022
Y05782912||Facile|H06UJU22|3/30/2022|599|||11666|In attesa scatto|11/30/2022
Y05791852||Facile|H052XHHG|3/30/2022|978|||60861|In attesa scatto|11/30/2022
Y05757972||Facile|H01D5GRP|3/30/2022|599|||1626|In attesa scatto|11/30/2022
Y05787322||Facile|H064J9DD|3/30/2022|2847|||12134|In attesa scatto|11/30/2022
Y05710812||Facile|GU7KAAAK|3/30/2022|4071.5|||12089|In attesa scatto|11/30/2022
Y05550952||Facile|H05MJFTS|3/30/2022|1198|||10807|In attesa scatto|11/30/2022
Y05378532||Facile|H0198KVU|3/30/2022|5748|||3732|Scatto Bloccato|11/30/2022
Y05748122||Facile|H07B3W00|3/30/2022|1098|||11130|In attesa scatto|11/30/2022
Y05789242||Facile|H02T3P10|3/30/2022|379|||8496|In attesa scatto|11/30/2022
Y05420052||Facile|H0196977|3/30/2022|1048|||10369|In attesa scatto|11/30/2022
Y05786282||Facile|H011Z4DD|3/30/2022|599|||1604|In attesa scatto|11/30/2022
Y05766142||Facile|DHDYAAAX|3/30/2022|599|||7252|In attesa scatto|11/30/2022
Y05782822||Facile|H01NWZVV|3/30/2022|948|||60865|In attesa scatto|11/30/2022
Y05764232||Facile|H060UYGG|3/30/2022|748|||11141|In attesa scatto|11/30/2022
Y05766632||Facile|FZ741AA1|3/30/2022|948|||1732|In attesa scatto|11/30/2022
Y05621802||Facile|H02DUJBA|3/30/2022|948|||12834|In attesa scatto|11/30/2022
Y05597882||Facile|H02Z3TRR|3/30/2022|1499|||12700|In attesa scatto|11/30/2022
Y05788202||Facile|H07GEU44|3/30/2022|599|||9008|In attesa scatto|11/30/2022
Y05789272||Facile|H06TM9UU|3/30/2022|599|||11739|In attesa scatto|11/30/2022
Y05790442||Facile|GX7JXAAW|3/30/2022|1198|||1300|In attesa scatto|11/30/2022
Y05771922||Facile|DL5K3AA2|3/30/2022|7945|||2822|In attesa scatto|11/30/2022
Y05770172||Facile|FF3S7AA6|3/30/2022|629|||2018|In attesa scatto|11/30/2022
Y05788772||Facile|H01S7UWW|3/30/2022|978|||6241|In attesa scatto|11/30/2022
Y05761502||Facile|BDB26AA6|3/30/2022|5664.8|||2206|In attesa scatto|11/30/2022
Y05766232||Facile|H07JMBVU|3/30/2022|625.95|||12545|In attesa scatto|11/30/2022
Y05598232||Facile|H0685W77|3/30/2022|1598|||12444|Scatto Bloccato|11/30/2022
Y05699162||Facile|EP4GZAAY|3/30/2022|625.95|||12834|In attesa scatto|11/30/2022
Y05710202||Facile|DFR7FAAF|3/30/2022|3313.3|||6284|Scatto Bloccato|11/30/2022
Y05740542||Facile|BZ6VXAAX|3/30/2022|2593|||3613|In attesa scatto|11/30/2022
Y05654172||Facile|H048JFHG|3/30/2022|2727|||9364|In attesa scatto|11/30/2022
Y05787942||Facile|H05U7NAN|3/30/2022|1947|||9274|In attesa scatto|11/30/2022
Y05761222||Facile|H0168TGG|3/30/2022|948|||60869|In attesa scatto|11/30/2022
Y05764972||Facile|GREAYAAX|3/30/2022|1598|||12166|Scatto Bloccato|11/30/2022
Y05662232||Facile|H063MGLK|3/30/2022|1499|||11877|In attesa scatto|11/30/2022
Y05788012||Facile|H052E8YY|3/30/2022|599|||60861|In attesa scatto|11/30/2022
Y05193922||Facile|AM8BBAAA|3/30/2022|2647|||12338|In attesa scatto|11/30/2022
Y05381842||Facile|E77TPAAP|3/30/2022|4576|||3527|Scatto Bloccato|11/30/2022
Y05786752||Facile|H0549D76|3/30/2022|1198|||11540|In attesa scatto|11/30/2022
Y05740302||Facile|H061X3EE|3/30/2022|599|||8943|Scatto Bloccato|11/30/2022
Y05713992||Facile|H01GEVUU|3/30/2022|948|||2721|In attesa scatto|11/30/2022
Y05741502||Facile|H07F0ZXX|3/30/2022|1198|||56206|In attesa scatto|11/30/2022
Y05551822||Facile|H07H8NJH|3/30/2022|3547|||12539|In attesa scatto|11/30/2022
Y05771412||Facile|H01TTEWV|3/30/2022|829|||9545|Scatto Bloccato|11/30/2022
Y05477182||Facile|H0542BFE|3/30/2022|1198|||12575|In attesa scatto|11/30/2022
Y05786982||Facile|H02N0KTS|3/30/2022|1198|||4337|In attesa scatto|11/30/2022
Y05788252||Facile|H06JT3UU|3/30/2022|948|||11550|In attesa scatto|11/30/2022
Y05710572||Facile|D6S3ZAAZ|3/30/2022|1598|||12729|In attesa scatto|11/30/2022
Y05768402||Facile|H0430Y66|3/30/2022|625.95|||2042|In attesa scatto|11/30/2022
Y05787212||Facile|EZV54AA4|3/30/2022|1198|||12439|In attesa scatto|11/30/2022
Y05744802||Facile|H07JL577|3/30/2022|599|||2424|Scatto Bloccato|11/30/2022
Y05790802||Facile|H01DHM21|3/30/2022|2597|||12834|In attesa scatto|11/30/2022
Y05714062||Facile|H05D2AKJ|3/30/2022|13227|||6444|In attesa scatto|11/30/2022
Y05760932||Facile|H06HZ1RR|3/30/2022|814|||9978|In attesa scatto|11/30/2022
Y05784852||Facile|D83FMAAL|3/30/2022|948|||12705|In attesa scatto|11/30/2022
Y05549272||Facile|FS0WHAAH|3/30/2022|1198|||12713|In attesa scatto|11/30/2022
Y05576772||Facile|H07H8PNM|3/30/2022|1198|||10400|In attesa scatto|11/30/2022
Y05771902||Facile|H060GJED|3/30/2022|1198|||2822|In attesa scatto|11/30/2022
Y05791392||Facile|AHBSYAAX|3/30/2022|1198|||11973|In attesa scatto|11/30/2022
Y05412872||Facile|H0345XSS|3/30/2022|1198|||12560|In attesa scatto|11/30/2022
Y05662482||Facile|H07JE3ZZ|3/30/2022|1598|||11692|In attesa scatto|11/30/2022
Y05352602||Facile|DYB39AA9|3/30/2022|1648|||4092|In attesa scatto|11/30/2022
Y05791312||Facile|H04EP5TT|3/30/2022|599|||12122|In attesa scatto|11/30/2022
Y05793552||Facile|H0035D98|3/30/2022|1198|||11621|In attesa scatto|11/30/2022
Y05703112||Facile|BPW6PAAP|3/30/2022|2278|||10425|In attesa scatto|11/30/2022
Y05789532||Facile|H02AYLXW|3/31/2022|1093|||11030|In attesa scatto|11/30/2022
Y05787852||Facile|H07JMPWV|3/30/2022|599|||12102|Scatto Bloccato|11/30/2022
Y05793692||Facile|H05T3B98|3/30/2022|978|||8261|Scatto Bloccato|11/30/2022
Y05794482||Facile|H007SRBA|3/30/2022|599|||3288|Scatto Bloccato|11/30/2022
Y05765362||Facile|DAJJEAAD|3/30/2022|1298|||12111|In attesa scatto|11/30/2022
Y05794972||Facile|H06JVRVU|3/30/2022|599|||9579|In attesa scatto|11/30/2022
Y05666382||Facile|H0513DLK|3/30/2022|1243|||12214|In attesa scatto|11/30/2022
Y05478492||Facile|E69PTAAS|3/30/2022|2476|||12260|In attesa scatto|11/30/2022
Y05794632||Facile|H068MF43|3/30/2022|599|||8464|In attesa scatto|11/30/2022
Y05793952||Facile|H06SK433|3/30/2022|599|||12726|In attesa scatto|11/30/2022
Y05794092||Facile|H0322WUU|3/30/2022|948|||11956|In attesa scatto|11/30/2022
Y05794622||Facile|H064DSXW|3/30/2022|599|||11621|Scatto Bloccato|11/30/2022
Y05386902||Facile|H06T5N98|3/30/2022|599|||12936|In attesa scatto|11/30/2022
Y05450552||Facile|DKB7NAAN|3/30/2022|1198|ANN||4765|Annullata|11/30/2022
Y05749672||Facile|D9SFGAAF|3/30/2022|599|||60871|Scatto Bloccato|11/30/2022
Y05792862||Facile|H02X9MLK|3/30/2022|653.45|||4438|In attesa scatto|11/30/2022
Y04467662||Facile|FSFBRAAP|1/29/2022|349|ANN||32817|Annullata|11/30/2022
Y05633342||Facile|BXH22AA2|3/30/2022|599|||9149|In attesa scatto|11/30/2022
Y05583772||Facile|H07H8XZZ|3/30/2022|1029.4|||2175|In attesa scatto|11/30/2022
Y05789682||Facile|BUHBYAAX|3/30/2022|2223.95|||9978|In attesa scatto|11/30/2022
Y05787672||Facile|H04SLTHG|3/30/2022|3822|||10089|In attesa scatto|11/30/2022
Y05669532||Facile|H07JE4GG|3/30/2022|599|||12656|In attesa scatto|11/30/2022
Y04422111|3014264216|Facile|FVJXMAAM|1/28/2022|648|||30110|Accepted|1/28/2022
Y04467661|3014264428|Facile|FSFBRAAP|1/29/2022|349|||31816|Accepted|1/31/2022
Y04542941|3014266070|Facile|F42Y8AA8|2/2/2022|398.98|||30250|Accepted|2/2/2022
Y04591831|3014267062|Facile|AS5U9AA9|2/4/2022|1004|||32218|Accepted|2/4/2022
Y04700450|3014277890|365|DZT77AA7|2/24/2022|299|||63078|Accepted|2/9/2022
Y04794441|3014273537|Facile|H01XA8JJ|2/16/2022|5980.02|||5361|Accepted|2/14/2022
Y04824250|3014275263|365|H01T3KZY|2/18/2022|3480.9|||2917|Accepted|2/15/2022
Y05713180|3014292238|365|GBT3TAAT|3/24/2022|648|||30190|Accepted|3/25/2022
Y05736671|3014292342|Facile|BAMWMAAM|3/29/2022|678.4|||9579|Accepted|3/27/2022
Y05908061|3014301981|Facile|H0011YRR|4/20/2022|2586|||11973|Accepted|4/6/2022
Y01194142||Facile|H03WJNAM|8/30/2021|6897|||9827|Scatto Bloccato|5/2/2022
Y02312302||Facile|H0697WBB|10/14/2021|848|||9569|Scatto Bloccato|6/16/2022
Y02098452||Facile|H05VJL10|10/18/2021|2410|||60810|Scatto Bloccato|6/20/2022
Y02501792||Facile|H064UTUU|10/21/2021|898|||11540|Scatto Bloccato|6/23/2022
Y02513092||Facile|H05VPSUT|10/23/2021|1649|||12447|Scatto Bloccato|6/25/2022
Y02427202||Facile|H06153LL|10/25/2021|399|||12107|Scatto Bloccato|6/25/2022
Y02396092||Facile|H02DUBNM|10/25/2021|3271.9|||4064|Scatto Bloccato|6/27/2022
Y02620392||Facile|H07GWP65|10/26/2021|1217|||12007|Scatto Bloccato|6/28/2022
Y02625482||Facile|H07DFKHG|10/26/2021|299|||8404|Scatto Bloccato|6/28/2022
Y02665462||Facile|H008GATS|10/27/2021|4298|||4459|Scatto Bloccato|6/29/2022
Y06788871|3014317594|Facile|A4VM3AA2|5/18/2022|5627.43|||6338|Accepted|5/17/2022
Y06824240|3014319435|365|DF14KAAK|5/23/2022|2550.95|||2608|Accepted|5/19/2022
Y06932911|3014321401|Facile|BYV80AA0|5/25/2022|2310.3|||1088|Accepted|5/24/2022
Y07174050|3014326372|365|B3X96AA6|6/8/2022|2005|||60873|Accepted|6/7/2022
Y07188511|3014326462|Facile|AMFH8AA7|6/8/2022|3680.19|||12102|Accepted|6/8/2022
Y02038932||Facile|EJXASAAR|10/8/2021|1098|||87693|Scatto Bloccato|6/10/2022
Y02198032||Facile|H01XHL54|10/11/2021|1857|||11141|Scatto Bloccato|6/13/2022
Y02266312||Facile|H07GV4UU|10/13/2021|329|||2826|Scatto Bloccato|6/15/2022
Y02243092||Facile|H011R955|10/13/2021|1298|||12526|Scatto Bloccato|6/15/2022
Y01854392||Facile|H0670F43|10/13/2021|898|||2311|Scatto Bloccato|6/15/2022
Y02232102||Facile|H07GV4PP|10/13/2021|4067|||12492|Scatto Bloccato|6/15/2022
Y02272992||Facile|H050B9NN|10/13/2021|299|||12272|Scatto Bloccato|6/15/2022
Y02600282||Facile|BNJGFAAE|10/25/2021|30|||0|Scatto Bloccato|8/26/2022
Y02625682||Facile|H07A0F32|10/26/2021|30|||0|Scatto Bloccato|8/27/2022
Y02659012||Facile|H07B0SUT|10/27/2021|119|||0|Scatto Bloccato|8/28/2022
Y07611341|3014339518|Facile|H05DVEPN|7/6/2022|3098|||11146|Accepted|6/29/2022
Y02543512||Facile|H07GWN32|10/28/2021|3395|||11550|Scatto Bloccato|6/30/2022
Y02698172||Facile|H07GZDLK|10/28/2021|499|||12377|Scatto Bloccato|6/30/2022
Y01214052||Facile|EXZT4AA4|8/31/2021|1586|||12122|Scatto Bloccato|7/2/2022
Y07707010|3014339525|365|FH0TKAAK|7/6/2022|1798.4|709|1/24/2023|4636|Annullata|7/5/2022
Y07710050|3014341044|365|D9ARPAAN|7/8/2022|8182.61|||9346|Accepted|7/5/2022
Y07740911|3014341857|Facile|H01J1533|7/11/2022|2217|||2939|Accepted|7/6/2022
Y07742660|3014340338|365|BBD5GAAG|7/7/2022|2100.99|||11130|Accepted|7/6/2022
Y02858622||Facile|H061KEAD|11/5/2021|299|||6559|Scatto Bloccato|7/8/2022
Y02731782||Facile|H05SWTVV|11/8/2021|3046|||12109|Scatto Bloccato|7/11/2022
Y02942622||Facile|H07G1VUU|11/9/2021|30|||0|Scatto Bloccato|7/12/2022
Y02555222||Facile|H02NW0MM|11/9/2021|1098|||12505|Scatto Bloccato|7/12/2022
Y02979722||Facile|H07G1ZGG|11/10/2021|648|||9972|Scatto Bloccato|7/13/2022
Y03008752||Facile|H066P9MM|11/11/2021|1097|||10400|Scatto Bloccato|7/13/2022
Y07921261|3014343813|Facile|EP5HPAAN|7/14/2022|2477|||2608|Accepted|7/13/2022
Y03005122||Facile|H021KBED|11/11/2021|1547|||2543|Scatto Bloccato|7/14/2022
Y03001942||Facile|H006M5JJ|11/11/2021|898|||2100|Scatto Bloccato|7/14/2022
Y03012932||Facile|H07G11DD|11/11/2021|848|||12450|Scatto Bloccato|7/14/2022
Y02998782||Facile|H01K35FF|11/11/2021|1298|||3068|Scatto Bloccato|7/14/2022
Y07977620|3014344414|365|A7LJWAAV|7/15/2022|1127.75|||2620|Accepted|7/15/2022
Y07978291|3014344451|Facile|G1W9UAAU|7/15/2022|1298|||60872|Accepted|7/15/2022
Y02845742||Facile|H057U4NN|11/15/2021|299|||5541|Scatto Bloccato|7/18/2022
Y03085602||Facile|H02PVAZY|11/15/2021|1847|||12569|Scatto Bloccato|7/18/2022
Y03004892||Facile|H02ZL5BB|11/16/2021|5648.9|||3063|Scatto Bloccato|7/18/2022
Y03111102||Facile|H03U2YSS|11/16/2021|3896|||12173|Scatto Bloccato|7/19/2022
Y03078762||Facile|DAJD6AA5|11/16/2021|872.9|||4452|Scatto Bloccato|7/19/2022
