contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y04289652||Facile|FSSJBAAA|1/24/2022|1577|||30110|Scatto Bloccato|11/25/2022
Y05712572||Facile|H02XUXUU|3/25/2022|629|||1056|Scatto Bloccato|11/25/2022
Y05502022||Facile|H04404RR|3/25/2022|480.12|||10369|Scatto Bloccato|11/25/2022
Y04291732||Facile|A9TYEAAE|1/24/2022|229|||992|Scatto Bloccato|11/25/2022
Y05710862||Facile|AHZB0AAZ|3/25/2022|1448|||1056|Scatto Bloccato|11/25/2022
Y05713972||Facile|H05P60YY|3/25/2022|2248|||6444|Scatto Bloccato|11/25/2022
Y05714422||Facile|H07HRPAN|3/25/2022|599|||12055|Scatto Bloccato|11/25/2022
Y05669062||Facile|H07JE4DD|3/25/2022|1898|||12795|Scatto Bloccato|11/25/2022
Y05574622||Facile|H014EYYY|3/25/2022|6303.9|||4607|Scatto Bloccato|11/25/2022
Y05667142||Facile|BYEL2AA1|3/25/2022|2827|||3063|Scatto Bloccato|11/25/2022
Y05714352||Facile|H07EL6NN|3/25/2022|948|||3516|Scatto Bloccato|11/25/2022
Y05714362||Facile|H007X799|3/25/2022|4197|||9274|Scatto Bloccato|11/25/2022
Y05693552||Facile|GHPZ5AA5|3/25/2022|1598|||11157|Scatto Bloccato|11/25/2022
Y05614232||Facile|H068ZR32|3/25/2022|948|||12660|Scatto Bloccato|11/25/2022
Y05611932||Facile|DB15EAAE|3/25/2022|2947|||3666|In attesa scatto|11/25/2022
Y05663302||Facile|H011TYFF|3/25/2022|599|||2939|Scatto Bloccato|11/25/2022
Y05666562||Facile|AFTF0AAZ|3/25/2022|3394|||10097|Scatto Bloccato|11/25/2022
Y05714172||Facile|H07JKS32|3/25/2022|599|||3281|Scatto Bloccato|11/25/2022
Y05060712||Facile|H01MUAJH|3/25/2022|599|||12555|Scatto Bloccato|11/25/2022
Y05255102||Facile|F6X8HAAH|3/25/2022|1216.2|||7791|In attesa scatto|11/25/2022
Y05527242||Facile|H07H8JVU|3/25/2022|948|||2192|Scatto Bloccato|11/25/2022
Y05356552||Facile|E79AZAAY|3/25/2022|648|||10097|In attesa scatto|11/25/2022
Y04759912||Facile|DF8UDAAD|3/25/2022|1971|||2041|Scatto Bloccato|11/25/2022
Y10608980|3014405744|365|H02RGYEE|11/30/2022|4200.03|||1676|Accepted|11/25/2022
Y10615001|3014403559|Facile|E26NKAAJ|11/28/2022|310.32|||5314|Accepted|11/25/2022
Y05729042||Facile|H07D31RR|3/26/2022|699|||11612|In attesa scatto|11/26/2022
Y05633652||Facile|H07DSL32|3/26/2022|2346|||12638|Scatto Bloccato|11/26/2022
Y05729062||Facile|H04GWJ65|3/26/2022|625.95|||10645|Scatto Bloccato|11/26/2022
Y05491152||Facile|ALMVNAAN|3/28/2022|2398|||1732|Scatto Bloccato|11/28/2022
Y05563092||Facile|H050YNFE|3/28/2022|1228|||2505|Scatto Bloccato|11/28/2022
Y05742052||Facile|GDT0JAAJ|3/28/2022|1248|||11881|Scatto Bloccato|11/28/2022
Y05743392||Facile|H03VDPYX|3/28/2022|948|||1046|Scatto Bloccato|11/28/2022
Y05744452||Facile|BUVL4AA3|3/28/2022|1491.9|||11030|Scatto Bloccato|11/28/2022
Y06171662||Facile|H007ER87|4/21/2022|1598|||60835|Scatto Bloccato|12/22/2022
Y06166682||Facile|BYZLTAAS|4/21/2022|3119|||8871|Scatto Bloccato|12/22/2022
Y06200432||Facile|H06YT3DD|4/21/2022|1598|||12371|Scatto Bloccato|12/22/2022
Y06023352||Facile|H05XNYMM|4/21/2022|1198|||60829|Scatto Bloccato|12/22/2022
Y06203782||Facile|H02A4TNN|4/21/2022|898|||12657|Scatto Bloccato|12/22/2022
Y06209402||Facile|H07HRNVU|4/21/2022|599|||12141|Scatto Bloccato|12/22/2022
Y06148752||Facile|FKWRTAAS|4/21/2022|2928|||12273|In attesa scatto|12/22/2022
Y06170562||Facile|H02N0FBA|4/21/2022|1279.4|||8135|Scatto Bloccato|12/22/2022
Y06204642||Facile|H06ZNE98|4/21/2022|599|||7913|Scatto Bloccato|12/22/2022
Y06203942||Facile|D9WPTAAS|4/21/2022|1801.9|||8945|Scatto Bloccato|12/22/2022
Y06175412||Facile|H0672444|4/21/2022|2197|||5527|Scatto Bloccato|12/22/2022
Y05835782||Facile|H008BU99|4/21/2022|2221.5|||10879|Scatto Bloccato|12/22/2022
Y06151412||Facile|H04G19KK|4/21/2022|1198|||3761|In attesa scatto|12/22/2022
Y06088402||Facile|FBRUKAAK|4/21/2022|1198|||12346|In attesa scatto|12/22/2022
Y05634112||Facile|H07ASA0Z|3/23/2022|1898|||12499|Scatto Bloccato|12/23/2022
Y11188450|3014416504|365|H01ARM43|12/28/2022|199|||30221|Accepted|12/28/2022
Y11189290|3014416531|365|BPLU8AA8|12/20/2022|299|||30221|Accepted|12/28/2022
Y11205923||Facile|B2R7LAAL|12/29/2022|0|||12513|In attesa scatto|12/29/2022
Y11264031|3014421781|Facile|FFS7VAAV|1/16/2023|1933.4|||8318|Accepted|1/4/2023
Y11292221|3014420883|Facile|H015B0FF|1/12/2023|4098.1|||8100|Accepted|1/6/2023
Y11367181|3014420892|Facile|H06FKSDB|1/13/2023|1748.1|||12942|Accepted|1/11/2023
Y11397891|3014421517|Facile|H06YFTSR|1/16/2023|1647.1|||12564|Accepted|1/12/2023
Y11470530|3014421240|365|GM04VAAV|1/13/2023|199|||30221|Accepted|1/16/2023
Y11478500|3014421574|365|BDHMZAAY|1/16/2023|300|||30221|Accepted|1/16/2023
Y11479870|3014421598|365|B5YXGAAG|1/16/2023|1713.38|||3296|Accepted|1/16/2023
Y11483690|3014422209|365|H07G6DGF|1/17/2023|100|||1810|Accepted|1/16/2023
Y11510821|3014422555|Facile|H03NPM0Z|1/17/2023|663.6|||10782|Accepted|1/17/2023
Y06608272||Facile|DN9NFAB9|5/23/2022|7711|||2822|In attesa scatto|1/20/2023
Y05581472||Facile|H040GMNM|3/22/2022|379|||992|Scatto Bloccato|1/21/2023
Y05594142||Facile|A0ZLKAAJ|3/22/2022|349|||992|Scatto Bloccato|1/21/2023
Y11612831||Facile|H065KF21|1/21/2023|0|||300|Accepted|1/21/2023
Y05597162||Facile|H01V24SS|3/22/2022|530|||992|Scatto Bloccato|1/21/2023
Y05601552||Facile|GUXZ7AA7|3/22/2022|1199|||992|Scatto Bloccato|1/21/2023
Y05619322||Facile|BAFP0AAZ|3/22/2022|629|||992|Scatto Bloccato|1/21/2023
Y05595092||Facile|BUTPRAAP|3/22/2022|429|||992|Scatto Bloccato|1/21/2023
Y05595252||Facile|BR4G5AA4|3/22/2022|379|||992|Scatto Bloccato|1/21/2023
Y05596912||Facile|BZT3KAAK|3/22/2022|599|||992|Scatto Bloccato|1/21/2023
Y05596072||Facile|H03U48A8|3/22/2022|349|||992|Scatto Bloccato|1/21/2023
Y05594292||Facile|ATKNSAAR|3/22/2022|924|||992|Scatto Bloccato|1/21/2023
Y05615912||Facile|H0052F87|3/22/2022|399|||992|Scatto Bloccato|1/21/2023
Y05593632||Facile|H01XDUDD|3/22/2022|599|||992|Scatto Bloccato|1/21/2023
Y05617662||Facile|BKMLHAAG|3/22/2022|2933|||992|Scatto Bloccato|1/21/2023
Y05580512||Facile|F3WA9AA8|3/22/2022|599|||992|Scatto Bloccato|1/21/2023
Y05593292||Facile|H01F2W77|3/22/2022|599|||992|Scatto Bloccato|1/21/2023
Y05598962||Facile|BV6F0AAZ|3/22/2022|1148|||992|Scatto Bloccato|1/21/2023
Y05597132||Facile|ANFBYAAX|3/22/2022|679|||992|Scatto Bloccato|1/21/2023
Y06872302||Facile|H07J9M21|5/21/2022|0|||300|Scatto Bloccato|1/21/2023
Y05623782||Facile|FF91AAA1|3/22/2022|2047|||992|Scatto Bloccato|1/21/2023
Y05593102||Facile|GLP3UAAU|3/22/2022|599|||992|Scatto Bloccato|1/21/2023
Y05582422||Facile|B90AJAB9|3/22/2022|721|||992|Scatto Bloccato|1/21/2023
Y05592642||Facile|H01N0MBA|3/22/2022|867|||992|Scatto Bloccato|1/21/2023
Y05600862||Facile|GL0Z3AA3|3/22/2022|418|||992|Scatto Bloccato|1/21/2023
Y05597672||Facile|FPX6EAAE|3/22/2022|1647|||992|Scatto Bloccato|1/21/2023
Y05596752||Facile|B4NYHAAH|3/22/2022|349|||992|Scatto Bloccato|1/21/2023
Y05598352||Facile|E1EHUAAT|3/22/2022|498|||992|Scatto Bloccato|1/21/2023
Y05596732||Facile|B3AEHAAG|3/22/2022|529|||992|Scatto Bloccato|1/21/2023
Y05185542||Facile|D81B7AA6|3/22/2022|978|||992|Scatto Bloccato|1/21/2023
Y05601432||Facile|AEGTNAAM|3/22/2022|199|||992|Scatto Bloccato|1/21/2023
Y05593642||Facile|AJ1L5AA4|3/22/2022|404|||992|Scatto Bloccato|1/21/2023
Y05614642||Facile|DEMG0AAZ|3/22/2022|549|||992|Scatto Bloccato|1/21/2023
Y05618222||Facile|DX3R3AA2|3/22/2022|946|||992|Scatto Bloccato|1/21/2023
Y05596842||Facile|AA303AA3|3/22/2022|1390|||992|Scatto Bloccato|1/21/2023
Y02306571|3014213789|Facile|H0045PVU|10/14/2021|299|||32218|Accepted|10/14/2021
Y02306950|3014214581|365|E98EPAAN|10/18/2021|3248|||11710|Accepted|10/14/2021
Y02307400|3014213349|365|FWWS2ABA|10/13/2021|499|||30220|Accepted|10/14/2021
Y02308000|3014212742|365|H01V3LWV|10/13/2021|299|||31614|Accepted|10/14/2021
Y02308450|3014212640|365|GAYHDAAB|10/13/2021|349|||31816|Accepted|10/14/2021
Y02308900|3014212643|365|H07A39PP|10/13/2021|299|||31614|Accepted|10/14/2021
Y02309040|3014215545|365|DW7XMAAM|10/19/2021|650|||32217|Accepted|10/14/2021
Y02309480|3014212732|365|BVTJ1AA0|10/13/2021|249|||31618|Accepted|10/14/2021
Y02309760|3014212655|365|H031WR76|10/14/2021|949|||63078|Accepted|10/14/2021
Y02310190|3014212674|365|H01NBJML|10/13/2021|299|||31611|Accepted|10/14/2021
Y02310961|3014217168|Facile|H006LHVU|10/20/2021|1122.95|||3693|Accepted|10/14/2021
Y02311031|3014213841|Facile|H002ZRSR|10/14/2021|449|||34518|Accepted|10/14/2021
Y02313251|3014218070|Facile|B1UVWAAW|10/21/2021|530|||31619|Accepted|10/14/2021
Y02313490|3014212802|365|AR53AAA3|10/14/2021|349|||31611|Accepted|10/14/2021
Y02313520|3014213993|365|BVSHJAAH|10/15/2021|3248|||9393|Accepted|10/14/2021
Y02315191|3014212880|Facile|F3WERAAP|10/14/2021|828|||31619|Accepted|10/14/2021
Y02315521|3014216878|Facile|GUPLZAAY|10/20/2021|3301.9|||1121|Accepted|10/14/2021
Y02315951|3014213468|Facile|DNRFZAAY|10/15/2021|4047.39|||11141|Accepted|10/14/2021
Y02315991|3014213880|Facile|AXD5FAAF|10/15/2021|2306.4|||8025|Accepted|10/14/2021
Y02316001|3014217221|Facile|BWD6UAAU|10/20/2021|2196|||30110|Accepted|10/14/2021
Y02317200|3014217065|365|H06BJ8LL|10/20/2021|8278.4|||1530|Accepted|10/14/2021
Y02338140|3014215009|365|EDJ7KAAK|10/18/2021|1411|||2076|Accepted|10/15/2021
Y02338590|3014213322|365|H016K9FF|10/14/2021|349|||31611|Accepted|10/15/2021
Y02339070|3014214638|365|H07GV6UU|10/18/2021|2833.2|||60873|Accepted|10/15/2021
Y02339790|3014215042|365|H011TL87|10/18/2021|1595.25|||60830|Accepted|10/15/2021
Y02340681|3014213478|Facile|EZ9A4AA3|10/15/2021|648|||34518|Accepted|10/15/2021
Y02341110|3014213482|365|A4HEZAAY|10/14/2021|249|||32813|Accepted|10/15/2021
Y02341200|3014217845|365|AZHE4AA3|10/21/2021|180|||12989|Accepted|10/15/2021
Y02341871|3014216586|Facile|EMYUPAAP|10/15/2021|698|||30110|Accepted|10/15/2021
Y02341951|3014217104|Facile|H02XPPPN|10/14/2021|1200|||30110|Accepted|10/15/2021
Y02342141|3014213506|Facile|AB0L3AA2|10/15/2021|430|||30110|Accepted|10/15/2021
Y02343010|3014217609|365|D0DFUAAT|10/20/2021|298|||32217|Accepted|10/15/2021
Y02343160|3014215750|365|BMRW6AA6|10/18/2021|498|||32217|Accepted|10/15/2021
Y02343420|3014214546|365|G4NVSAAS|10/18/2021|4646|||12936|Accepted|10/15/2021
Y02344121|3014214675|Facile|ENG4DAAD|10/15/2021|349|||32220|Accepted|10/15/2021
Y02344351|3014213645|Facile|G1DVBAAB|10/15/2021|998|||30110|Accepted|10/15/2021
Y02344571|3014213649|Facile|GYU68AA8|10/15/2021|1048|||30110|Accepted|10/15/2021
Y02345951|3014213719|Facile|H07GD2LL|10/15/2021|499|||56165|Accepted|10/15/2021
Y02345980|3014213720|365|H011E8MM|10/15/2021|299|||31614|Accepted|10/15/2021
Y02346000|3014213721|365|E3SGKAAJ|10/7/2021|300|||31811|Accepted|10/15/2021
Y02346081|3014213722|Facile|GXLH7AA6|10/14/2021|368|||31611|Accepted|10/15/2021
Y02347040|3014217105|365|DZN3FAAF|10/14/2021|275|||30190|Accepted|10/15/2021
Y02347391|3014213852|Facile|H07AMXBB|10/15/2021|1548|||60818|Accepted|10/15/2021
Y02348230|3014213901|365|H05A5FDB|10/15/2021|1838|||CCVT7|Accepted|10/15/2021
Y02348871|3014215802|Facile|AL094ABA|10/15/2021|1996|||32218|Accepted|10/15/2021
Y02351251|3014216008|Facile|ABS34AA4|10/19/2021|1078.4|||1510|Accepted|10/15/2021
Y02371580|3014215459|365|H04PMKML|10/19/2021|1483.2|||12229|Accepted|10/16/2021
Y02371590|3014214140|365|H06AUMYX|10/15/2021|299|||31614|Accepted|10/16/2021
Y02386850|3014217886|365|ER0XBAAB|10/21/2021|1050.21|||4868|Accepted|10/17/2021
Y02387020|3014216009|365|H057R966|10/19/2021|600|||2424|Accepted|10/17/2021
Y02391480|3014214814|365|A8BGGAAF|10/18/2021|1914.3|||11030|Accepted|10/17/2021
Y02393811|3014214708|Facile|E9ARPAAN|10/18/2021|2606.4|||8025|Accepted|10/18/2021
Y02394430|3014214526|365|H0007M65|10/18/2021|499|||7699|Accepted|10/18/2021
Y02395470|3014214552|365|DUBKJAAH|10/15/2021|349|||31817|Accepted|10/18/2021
Y02395520|3014215980|365|GTXMTAAS|10/19/2021|7726|||12810|Accepted|10/18/2021
Y02396240|3014214595|365|BXTB3AA2|10/16/2021|249|||31618|Accepted|10/18/2021
Y02396390|3014214599|365|A4FNVAAU|10/15/2021|349|||30190|Accepted|10/18/2021
Y02396790|3014214643|365|FP87EAAE|10/16/2021|349|||31611|Accepted|10/18/2021
Y02397610|3014215051|365|D3SPEAAD|10/18/2021|17679.06|||1810|Accepted|10/18/2021
Y02398210|3014214695|365|AL77KAAK|10/16/2021|299|||31614|Accepted|10/18/2021
Y02398030|3014215759|365|EZDP8AA7|10/19/2021|5997|||8294|Accepted|10/18/2021
Y02398201|3014215698|Facile|H061TWJJ|10/18/2021|648|||32218|Accepted|10/18/2021
Y02399130|3014217677|365|H060K922|10/21/2021|599|||1732|Accepted|10/18/2021
Y02399730|3014216744|365|GLK5VAAV|10/20/2021|4598|||12936|Accepted|10/18/2021
Y02399770|3014216967|365|D0WAKAAJ|10/20/2021|1701|||12912|Accepted|10/18/2021
Y02399820|3014214766|365|FJRYFAAF|10/16/2021|299|||31611|Accepted|10/18/2021
Y02399930|3014215836|365|H01LHFFE|10/18/2021|399|||32250|Accepted|10/18/2021
Y02399941|3014214914|Facile|H038ANML|10/18/2021|299|||8404|Accepted|10/18/2021
Y02400591|3014217224|Facile|EBUUGAAG|10/20/2021|3578.64|||9346|Accepted|10/18/2021
Y02400760|3014214811|365|G44JUAAT|10/16/2021|818|||30190|Accepted|10/18/2021
Y02401760|3014214871|365|D7VRAAAR|10/18/2021|398|||63078|Accepted|10/18/2021
Y02401901|3014214854|Facile|H012AP98|10/18/2021|668|||30110|Accepted|10/18/2021
Y02401960|3014217343|365|D61YKAAK|10/20/2021|19659.25|||4765|Accepted|10/18/2021
Y02402031|3014217888|Facile|B0WWNAB9|10/21/2021|2000|||87582|Accepted|10/18/2021
Y02402171|3014216589|Facile|H02XMA0Z|10/18/2021|399|||32218|Accepted|10/18/2021
Y02402480|3014214884|365|A05LMAAL|10/18/2021|279|||31618|Accepted|10/18/2021
Y02402931|3014214955|Facile|H002KZHH|10/18/2021|1900|||31619|Accepted|10/18/2021
Y02403670|3014214923|365|AJFBGAAF|10/15/2021|300|||31817|Accepted|10/18/2021
Y02403980|3014217406|365|H02WT5YY|10/20/2021|100|||2833|Accepted|10/18/2021
Y02404230|3014215618|365|EXJPSAAR|10/19/2021|3300|||12009|Accepted|10/18/2021
Y02405050|3014217109|365|B2W82AA2|10/20/2021|2972|||9364|Accepted|10/18/2021
Y02405431|3014218041|Facile|H01ARM43|10/18/2021|1128|||34518|Accepted|10/18/2021
Y02405740|3014215003|365|H050T8YY|10/18/2021|399|||31618|Accepted|10/18/2021
Y02406401|3014215026|Facile|FVAK0AAZ|10/18/2021|399|||31619|Accepted|10/18/2021
Y02406870|3014217151|365|BWWAGAAF|10/20/2021|8945.65|||8594|Accepted|10/18/2021
Y02406881|3014215060|Facile|B87NZAAY|10/18/2021|710|||31619|Accepted|10/18/2021
Y02407101|3014215062|Facile|BL5KHAAG|10/18/2021|998|||31619|Accepted|10/18/2021
Y02407390|3014215483|365|B7G45AA5|10/16/2021|499|||30190|Accepted|10/18/2021
Y02408180|3014215440|365|DDK7TAAT|10/18/2021|725|||4868|Accepted|10/18/2021
Y02418850|3014215850|365|DUKWXAAX|10/19/2021|1570|||4868|Accepted|10/18/2021
Y02420441|3014215529|Facile|ER78NAAN|10/19/2021|1311|||12912|Accepted|10/19/2021
Y02421051|3014216655|Facile|B8DSUAAT|10/19/2021|1298|||32218|Accepted|10/19/2021
Y02421440|3014216591|365|B3YY0AA0|10/20/2021|6595|||2917|Accepted|10/19/2021
Y02422200|3014217184|365|H02NV777|10/20/2021|1736.9|||7235|Accepted|10/19/2021
Y02421981|3014217205|Facile|A00HWAAV|10/19/2021|1297|||32218|Accepted|10/19/2021
Y02422421|3014217709|Facile|APBUJAAJ|10/19/2021|997|||32218|Accepted|10/19/2021
Y02423120|3014217057|365|DGG8RAAR|10/20/2021|249|||32217|Accepted|10/19/2021
Y02423701|3014215660|Facile|D5FTGAAF|10/19/2021|499|||30190|Accepted|10/19/2021
Y02423941|3014215672|Facile|B8UKTADB|10/19/2021|958.4|||3851|Accepted|10/19/2021
Y02424350|3014217892|365|DKTVPAAP|10/20/2021|498|||32217|Accepted|10/19/2021
Y02425171|3014215776|Facile|AVER7AA6|10/19/2021|4528.4|||12338|Accepted|10/19/2021
Y02425590|3014217615|365|H00636ZZ|10/21/2021|1304.7|||12939|Accepted|10/19/2021
Y02425630|3014217616|365|BG81PAAP|10/21/2021|349|||60813|Accepted|10/19/2021
Y02426111|3014216659|Facile|H017VFDB|10/18/2021|1292|||30110|Accepted|10/19/2021
Y02426461|3014217692|Facile|E06XHAAH|10/15/2021|1997|||30110|Accepted|10/19/2021
Y02426291|3014215791|Facile|DRYS3AA2|10/18/2021|1099|||30110|Accepted|10/19/2021
Y02426691|3014217761|Facile|H012D2VV|10/19/2021|1519|||30110|Accepted|10/19/2021
Y02426701|3014215809|Facile|H07DVVWW|10/19/2021|1528.2|||12007|Accepted|10/19/2021
Y02426920|3014215838|365|B40ZUAAU|10/19/2021|399|||30250|Accepted|10/19/2021
Y02427061|3014215841|Facile|FAU8UAAU|10/18/2021|1263|||30110|Accepted|10/19/2021
Y02427341|3014216623|Facile|A37UPAAP|10/20/2021|1159|||8422|Accepted|10/19/2021
Y02427740|3014215863|365|H01X9W00|10/19/2021|349|||31618|Accepted|10/19/2021
Y02427861|3014215868|Facile|BBE80AA0|10/18/2021|697|||31619|Accepted|10/19/2021
Y02427930|3014215869|365|H02TUA54|10/19/2021|379|||31618|Accepted|10/19/2021
Y02428601|3014215899|Facile|FP7KTAAS|10/19/2021|946|||31619|Accepted|10/19/2021
Y02428761|3014217634|Facile|GUDVHAAH|10/19/2021|597|||32218|Accepted|10/19/2021
Y02429941|3014216205|Facile|H02UYZ33|10/19/2021|1234.4|||12214|Accepted|10/19/2021
Y02430000|3014215956|365|H02P71PP|10/18/2021|299|||31611|Accepted|10/19/2021
Y02430050|3014216134|365|BVKRGAAF|10/19/2021|398|||32813|Accepted|10/19/2021
Y02430150|3014216680|365|F9GBVAAU|10/20/2021|834.3|||2011|Accepted|10/19/2021
Y02430160|3014216084|365|D7SLJAAH|10/18/2021|748|||30190|Accepted|10/19/2021
Y02430541|3014217067|Facile|FRV0ZAAZ|10/20/2021|879.85|||11881|Accepted|10/19/2021
Y02431450|3014217042|365|B0VV4AA4|10/20/2021|2329|||2042|Accepted|10/19/2021
Y02431800|3014216034|365|H01T1Y99|10/18/2021|299|||31611|Accepted|10/19/2021
Y02432211|3014216038|Facile|A6KTUAAT|10/19/2021|754|||31815|Accepted|10/19/2021
Y02432420|3014216068|365|H0653077|10/18/2021|299|||31613|Accepted|10/19/2021
Y02432480|3014216760|365|H01DZ488|10/19/2021|399|||32217|Accepted|10/19/2021
Y02432491|3014216069|Facile|H01BR8TT|10/19/2021|998|||31815|Accepted|10/19/2021
Y02433121|3014216102|Facile|GW3RPAAN|10/19/2021|1330|||31619|Accepted|10/19/2021
Y02433291|3014216123|Facile|B393YAAY|10/19/2021|498|||31619|Accepted|10/19/2021
Y02433731|3014217068|Facile|BXUNLAAK|10/20/2021|3800|||10669|Accepted|10/19/2021
Y02433920|3014216139|365|H0064HRP|10/19/2021|349|||500|Accepted|10/19/2021
Y02433940|3014217110|365|AKMZZAAZ|10/20/2021|1099|||2939|Accepted|10/19/2021
Y02434031|3014217111|Facile|H02NB633|10/19/2021|748|||32218|Accepted|10/19/2021
Y02434381|3014217619|Facile|H018A4DD|10/19/2021|1997|||32218|Accepted|10/19/2021
Y02434511|3014218076|Facile|G3TE9AA8|10/19/2021|1848|||30110|Accepted|10/19/2021
Y02444030|3014217206|365|AF25EAAE|10/20/2021|1248|||11290|Accepted|10/19/2021
Y02445870|3014217228|365|DZT28AA8|10/20/2021|974|||12345|Accepted|10/19/2021
Y02445920|3014217152|365|H005YP54|10/20/2021|2085|||11030|Accepted|10/19/2021
Y02456061|3014217762|Facile|B3NWFAAF|10/21/2021|4614.45|||9579|Accepted|10/19/2021
Y02465210|3014216704|365|FS2VLAAL|10/20/2021|1324|||5361|Accepted|10/19/2021
Y02467371|3014216601|Facile|DEDN4AA3|10/20/2021|2148|||1558|Accepted|10/20/2021
Y02467471|3014216602|Facile|E52XAAAX|10/19/2021|698|||31619|Accepted|10/20/2021
Y02467820|3014216609|365|AVGSFAAE|10/19/2021|948|||30190|Accepted|10/20/2021
Y02467850|3014216663|365|D9GR6AA5|10/20/2021|1459|||12272|Accepted|10/20/2021
Y02467941|3014216612|Facile|B4KYHAAH|10/19/2021|849|||31612|Accepted|10/20/2021
Y02468580|3014216631|365|BUBJ1AA0|10/19/2021|399|||30250|Accepted|10/20/2021
Y02468631|3014217037|Facile|ADYHAAAH|10/20/2021|1097|||32218|Accepted|10/20/2021
Y02468720|3014216635|365|B517HAAH|10/20/2021|399|||30250|Accepted|10/20/2021
Y02468911|3014216636|Facile|F9ZLAAAL|10/20/2021|200|||501|Accepted|10/20/2021
Y02469011|3014216665|Facile|BDHMZAAY|10/19/2021|450|||31619|Accepted|10/20/2021
Y02469250|3014217763|365|H06YRV22|10/20/2021|449|||32217|Accepted|10/20/2021
Y02469281|3014217917|Facile|FTU41AA1|10/20/2021|1266|||32218|Accepted|10/20/2021
Y02469321|3014216683|Facile|DMGR4AA3|10/6/2021|499|||30110|Accepted|10/20/2021
Y02469490|3014216666|365|B1M37AA7|10/19/2021|399|||30190|Accepted|10/20/2021
Y02469550|3014216708|365|FBHWSAAS|10/19/2021|249|||30221|Accepted|10/20/2021
Y02469590|3014216686|365|A1B3XAAX|10/19/2021|379|||30190|Accepted|10/20/2021
Y02469651|3014217115|Facile|AM2FYABA|10/20/2021|547|||32218|Accepted|10/20/2021
Y02469850|3014217045|365|GGZP5AA4|10/20/2021|369|||32217|Accepted|10/20/2021
Y02469931|3014217622|Facile|H01AZTVV|10/19/2021|874|||30110|Accepted|10/20/2021
Y02469960|3014216723|365|H01MJH98|10/20/2021|399|||10625|Accepted|10/20/2021
Y02470311|3014216799|Facile|DMJH8AA7|10/19/2021|698|||31619|Accepted|10/20/2021
Y02470390|3014218191|365|ARRRTAAS|10/21/2021|3500|||2543|Accepted|10/20/2021
Y02470411|3014216771|Facile|H01YWWDD|10/19/2021|599|||30110|Accepted|10/20/2021
Y02470550|3014216772|365|BTTMPAAN|10/18/2021|349|||31811|Accepted|10/20/2021
Y02470670|3014216776|365|ETV98AA8|10/19/2021|299|||31611|Accepted|10/20/2021
Y02470980|3014216782|365|BZKPYAAX|10/20/2021|2228|||12150|Accepted|10/20/2021
Y02471300|3014216787|365|H01BEDWV|10/20/2021|848|||63078|Accepted|10/20/2021
Y02471681|3014218154|Facile|BHASZAAY|10/20/2021|799|||32218|Accepted|10/20/2021
Y02472050|3014218032|365|B9TJ4AA3|10/21/2021|548|||32217|Accepted|10/20/2021
Y02472061|3014217154|Facile|FDUU1AA1|10/20/2021|399|||32218|Accepted|10/20/2021
Y02472620|3014216909|365|DB878AA8|10/20/2021|2548|||9122|Accepted|10/20/2021
Y02472731|3014216845|Facile|H009MWHH|10/19/2021|579|||31619|Accepted|10/20/2021
Y02473101|3014217232|Facile|EEGS9AA8|10/20/2021|597|||32218|Accepted|10/20/2021
Y02473360|3014216932|365|BJK79AA9|10/20/2021|249|||31618|Accepted|10/20/2021
Y02473891|3014217128|Facile|GUL58AA8|10/20/2021|498|||32218|Accepted|10/20/2021
Y02473961|3014216940|Facile|EHHJVAAU|10/19/2021|868|||30110|Accepted|10/20/2021
Y02474260|3014216942|365|ES2XVAAV|10/19/2021|299|||31611|Accepted|10/20/2021
Y02474551|3014216949|Facile|F4WNRAAP|10/20/2021|754|||31815|Accepted|10/20/2021
Y02474690|3014216953|365|AAM4JAAJ|10/20/2021|479|||30190|Accepted|10/20/2021
Y02474770|3014217816|365|BRZHNAAM|10/20/2021|399|||32217|Accepted|10/20/2021
Y02474801|3014216970|Facile|AE5L0AAZ|10/20/2021|1023|||30110|Accepted|10/20/2021
Y02474821|3014216954|Facile|GKG9GAAG|10/20/2021|349|||31619|Accepted|10/20/2021
Y02475040|3014216986|365|D3N98AA8|10/19/2021|399|||31817|Accepted|10/20/2021
Y02475240|3014217734|365|H02YGB10|10/20/2021|323|||30190|Accepted|10/20/2021
Y02475711|3014217625|Facile|FH0R9AA8|10/19/2021|349|||30110|Accepted|10/20/2021
Y02475841|3014223690|Facile|BWULBAAA|10/29/2021|1931.4|||8535|Accepted|10/20/2021
Y02475960|3014217017|365|H02Y02BB|10/20/2021|379|||31612|Accepted|10/20/2021
Y02476000|3014217073|365|D9VK5AA4|10/20/2021|3750.81|||10615|Accepted|10/20/2021
Y02476020|3014217893|365|H01HFAZY|10/21/2021|6276|||6444|Accepted|10/20/2021
Y02476080|3014217018|365|D3LVEAAE|10/19/2021|300|||31811|Accepted|10/20/2021
Y02476281|3014217047|Facile|H05VN6A5|10/20/2021|1198|||31619|Accepted|10/20/2021
Y02476431|3014217024|Facile|H01M7TDD|10/19/2021|898|||30110|Accepted|10/20/2021
Y02476440|3014217025|365|H02K3B0Z|10/11/2021|395|||30190|Accepted|10/20/2021
Y02476450|3014217038|365|AJ53NAAN|10/19/2021|349|||31811|Accepted|10/20/2021
